date,trend,remainder,seasonal19,seasonal19.1,is_projected,projection,observation
2010-01-01,5.60631471416445,13.174887501127,1.21879783574796,1.21879783574796,False,8.04391038566037,21.21879788678737
2010-02-01,5.60618281403415,5.97011530823029,3.42370192877502,3.42370192877502,False,12.45358667158419,18.42370197981448
2010-03-01,5.60605091390386,-7.45793738936911,5.85188652650475,5.85188652650475,False,17.30982396691336,9.85188657754425
2010-04-01,5.60591901377356,-1.89765513217482,-2.7082638305593,-2.7082638305593,False,0.18939135265496,-1.70826377951986
2010-05-01,5.59454393734733,-3.20701647761306,-1.38752740869483,-1.38752740869483,False,2.8194891199576704,-0.3875273576553897
2010-06-01,5.58316886092111,-3.30007472570262,-1.28309408417905,-1.28309408417905,False,3.0169806925630103,-0.2830940331396099
2010-07-01,5.57179378449489,-5.25164379192533,0.679850058469888,0.679850058469888,False,6.931493901434666,1.6798501095093359
2010-08-01,5.52419062987746,-3.84549866198964,-0.6786919168484,-0.6786919168484,False,4.16680679618066,0.3213081341910202
2010-09-01,5.47658747526004,0.337818794649808,-4.81440621887044,-4.81440621887044,False,0.0,0.337818794649808
2010-10-01,5.42898432064261,-2.84175024168296,-1.58723402792024,-1.58723402792024,False,2.25451626480213,-0.5872339768808299
2010-11-01,5.35507199973543,-4.00412522949482,-0.350946719201175,-0.350946719201175,False,4.65317856133308,0.6490533318382603
2010-12-01,5.28115967882825,1.85267607912515,0.866164293086043,0.866164293086043,False,7.013488265000336,8.866164344125487
2011-01-01,5.20724735792106,7.53179681964249,5.2609558734759,5.2609558734759,False,15.72915910487286,23.26095592451535
2011-02-01,5.43710811708717,10.0059894195582,-0.443097485605936,-0.443097485605936,False,4.550913145875297,14.556902565433496
2011-03-01,5.66696887625328,10.0981558171348,-0.765124642348628,-0.765124642348628,False,4.136719591556025,14.234875408690824
2011-04-01,5.89682963541939,0.511568071995838,-5.40839765637581,-5.40839765637581,False,0.0,0.511568071995838
2011-05-01,6.27795339864902,-4.83826636596145,-0.439686981648127,-0.439686981648127,False,5.398579435352766,0.5603130693913156
2011-06-01,6.65907716187864,-9.54433087870524,3.88525376786605,3.88525376786605,False,14.42958469761074,4.885253818905499
