date,trend,remainder,seasonal37,seasonal37.1,is_projected,projection,observation
2010-01-01,213.187308092921,55.6885151582877,-10.875823302411,-10.875823302411,False,191.43566148809902,247.12417664638673
2010-01-08,211.886925174745,415.873772587603,10.2393021864501,10.2393021864501,False,232.3655295476452,648.2393021352482
2010-01-15,210.586542256569,399.037440827532,29.3760168646966,29.3760168646966,False,269.3385759859622,668.3760168134943
2010-01-22,209.286159338393,426.539583371542,34.1742572388615,34.1742572388615,False,277.634673816116,704.174257187658
2010-01-29,207.985776420218,347.143894648147,16.8703288804325,16.8703288804325,False,241.726434181083,588.87032882923
2010-02-05,206.685393502042,343.346504418368,19.9681020283877,19.9681020283877,False,246.6215975588174,589.9681019771854
2010-02-12,205.385010583866,138.737377909346,-5.1223885444147,-5.1223885444147,False,195.1402334950366,333.8776114043826
2010-02-19,203.95954024399,111.06271997861,-17.0222602738024,-17.0222602738024,False,169.9150196963852,280.9777396749952
2010-02-26,202.534069904114,122.93307270907,16.5328573356137,16.5328573356137,False,235.5997845753414,358.5328572844114
2010-03-05,201.108599564237,-4.59196334376315,-1.51663627167663,-1.51663627167663,False,198.07532702088375,193.4833636771206
2010-03-12,199.683129224361,-76.1137816487263,20.4306523731629,20.4306523731629,False,240.5444339706868,164.4306523219605
2010-03-19,198.257658884484,-57.1524600806622,48.894801144975,48.894801144975,False,296.04726117443397,238.89480109377178
2010-03-26,196.832188544608,-100.358772010175,32.5265834143647,32.5265834143647,False,261.8853553733374,161.5265833631624
2010-04-02,194.369363161238,-73.1144951000953,22.7451318876549,22.7451318876549,False,239.85962693654778,166.7451318364525
2010-04-09,191.906537777867,-20.3575025998939,21.4509647708242,21.4509647708242,False,234.8084673195154,214.45096471962148
2010-04-16,189.443712394497,3.24786153700063,1.3084260173002,1.3084260173002,False,192.0605644290974,195.30842596609804
2010-04-23,186.980887011126,-43.9133678497743,9.93248078744569,9.93248078744569,False,206.84584858601738,162.93248073624306
2010-04-30,184.518061627755,-69.8120993871249,4.29403770816652,4.29403770816652,False,193.10613704408803,123.29403765696313
2010-05-07,182.055236244385,117.446241179795,11.4985225246176,11.4985225246176,False,205.05228129362018,322.49852247341516
