date,observation,trend,seasonal10,seasonal31,remainder,is_projected
2007-07-02,2413,3224.51958054616,-706.185684210555,283.425661437855,-388.759557773455,False
2007-08-02,2467,3224.8066106033,-892.819213217655,460.737700369384,-325.725097755029,False
2007-09-02,2419,3225.09364066044,-180.868419558513,-534.01487281806,-91.2103482838706,False
2007-10-02,3606,3225.38067071758,175.967663770996,116.088680671756,88.562984839662,False
2007-11-02,3164,3225.66770077473,499.527988181473,-805.504303196992,244.308614240791,False
2007-12-02,4361,3225.95473083187,881.910332073604,-431.858866637467,684.993803731993,False
2008-01-02,3925,3226.43802780164,676.749874027572,-157.640803310441,179.452901481231,False
2008-02-02,3414,3226.92132477141,408.018649825214,210.61881866915,-431.558793265773,False
2008-03-02,4312,3227.40462174118,-128.507844828721,607.432271021158,605.670952066389,False
2008-04-02,2007,3227.88791871094,-733.793101502874,340.612484036248,-827.707301244321,False
2008-05-02,3353,3228.37121568071,-706.185684210555,1059.97135871737,-229.156890187524,False
2008-06-02,3089,3229.21958645883,-892.819213217655,992.655730631351,-240.056103872528,False
2008-07-02,2670,3230.06795723695,-180.868419558513,-437.89470362297,58.6951659445299,False
2008-08-02,2710,3230.91632801507,175.967663770996,-800.2499032588,103.365911472738,False
2008-09-02,2923,3231.76469879319,499.527988181473,-1127.8782331742,319.585546199542,False
2008-10-02,2979,3232.61306957131,881.910332073604,-861.631600151751,-273.891801493154,False
2008-11-02,3120,3234.13855958751,676.749874027572,-979.13630467171,188.247871056634,False
2008-12-02,4058,3235.66404960371,408.018649825214,-108.957990893888,523.275291464962,False
2009-01-02,3485,3237.18953961991,-128.507844828721,552.997339117243,-176.679033908432,False
2009-02-02,3076,3238.71502963611,-733.793101502874,411.385713155248,159.692358711514,False
2009-03-02,3609,3240.24051965231,-706.185684210555,1221.8623900228,-146.91722546455,False
2009-04-02,2812,3241.73385217102,-892.819213217655,292.677226944654,170.408134101982,False
2009-05-02,2647,3243.22718468973,-180.868419558513,-301.742742307941,-113.616022823273,False
2009-06-02,3385,3244.72051720843,175.967663770996,304.032523063794,-339.720704043224,False
2009-07-02,2573,3246.21384972714,499.527988181473,-888.465341845779,-284.276496062834,False
2009-08-02,3454,3247.70718224585,881.910332073604,-634.613292410654,-41.0042219087941,False
2009-09-02,2887,3250.63219156634,676.749874027572,-522.495413543094,-517.886652050821,False
2009-10-02,2988,3253.55720088684,408.018649825214,-559.194516371579,-114.381334340474,False
2009-11-02,4041,3256.48221020734,-128.507844828721,488.883397035828,424.142237585553,False
2009-12-02,3522,3259.40721952784,-733.793101502874,950.894354474723,45.4915275003164,False
2010-01-02,3676,3262.33222884833,-706.185684210555,857.003229848144,262.850225514074,False
2010-02-02,3376,3264.05539874873,-892.819213217655,283.425661437855,721.338153031072,False
