date,observation,trend,seasonal11,seasonal29,remainder,is_projected
2010-01-01,6,6.20885679865718,0.904417412735581,-3.59433381893344,2.48105960754067,False
2010-02-01,3,6.20727961258007,4.82094214115297,-1.59701417460841,-6.43120757912463,False
2010-03-01,4,6.20570242650295,-0.692189059069457,1.93912350538411,-3.4526368728176,False
2010-04-01,2,6.20412524042583,4.64086177559849,-5.72957233066217,-3.11541468536215,False
2010-05-01,2,6.20254805434872,8.46639337084573,-9.60454749267858,-3.06439393251587,False
2010-06-01,0,6.2009708682716,3.57227248827504,-9.68601081940438,-0.0872325371422589,False
2010-07-01,1,6.20428354577273,-1.50842373720101,-4.46183160697923,0.765971798407502,False
2010-08-01,10,6.20759622327387,-1.45148088593363,-0.152637628789774,5.39652229144953,False
2010-09-01,18,6.210908900775,-7.13001789435337,5.27805589935473,13.6410530942237,False
2010-10-01,2,6.21422157827614,-8.7432965372782,2.03594648366071,2.49312847534135,False
2010-11-01,3,6.21753425577727,-2.87947850795695,-1.35142359647588,1.01336784865556,False
2010-12-01,4,6.23540511836548,0.904417412735581,-3.77481555442104,0.634993023319979,False
2011-01-01,30,6.25327598095369,4.82094214115297,10.1471703586988,8.77861151919458,False
2011-02-01,14,6.2711468435419,-0.692189059069457,5.75135505344018,2.66968716208738,False
2011-03-01,4,6.28901770613011,4.64086177559849,-4.806099605372,-2.12377987635661,False
2011-04-01,1,6.30688856871833,8.46639337084573,-9.56983359015945,-4.2034483494046,False
2011-05-01,1,6.32037157412752,3.57227248827504,-9.53876572761242,0.646121665209862,False
2011-06-01,1,6.33385457953671,-1.50842373720101,-3.22921260166303,-0.596218240672669,False
2011-07-01,0,6.3473375849459,-1.45148088593363,3.08842996846946,-7.98428666748173,False
2011-08-01,1,6.36082059035509,-7.13001789435337,24.0275720884676,-22.2583747844693,False
2011-09-01,0,6.37430359576428,-8.7432965372782,4.29391126379023,-1.9249183222763,False
2011-10-01,0,6.25773907513762,-2.87947850795695,-3.02073447831599,-0.357526088864687,False
2011-11-01,1,6.14117455451097,0.904417412735581,-4.37736135596444,-1.66823061128212,False
2011-12-01,11,6.02461003388432,4.82094214115297,1.067437292005,-0.912989467042296,False
2012-01-01,13,5.90804551325767,-0.692189059069457,6.1944347215469,1.58970882426489,False
2012-02-01,30,5.79148099263102,4.64086177559849,14.1597927977678,5.40786443400273,False
2012-03-01,30,5.75078599892049,8.46639337084573,7.88446970892915,7.89835092130464,False
2012-04-01,2,5.71009100520996,3.57227248827504,-7.09905005359616,-0.183313439888841,False
2012-05-01,0,5.66939601149943,-1.50842373720101,-4.27445418028131,0.113481905982884,False
2012-06-01,1,5.6287010177889,-1.45148088593363,-3.59433381893344,0.417113687078154,False
2012-07-01,13,5.58800602407837,-7.13001789435337,-1.59701417460841,16.1390260448834,False
2012-08-01,2,5.73336162879654,-8.7432965372782,1.93912350538411,3.07081140309755,False
2012-09-01,0,5.8787172335147,-2.87947850795695,-5.72957233066217,2.73033360510442,False
2012-10-01,0,6.02407283823287,0.904417412735581,-9.60454749267858,2.67605724171013,False
2012-11-01,1,6.16942844295103,4.82094214115297,-9.68601081940438,-0.304359764699618,False
2012-12-01,0,6.31478404766919,-0.692189059069457,-4.46183160697923,-1.16076338162051,False
2013-01-01,5,6.29833387228002,4.64086177559849,-0.152637628789774,-5.78655801908874,False
2013-02-01,6,6.28188369689085,8.46639337084573,5.27805589935473,-14.0263329670913,False
2013-03-01,9,6.26543352150168,3.57227248827504,2.03594648366071,-2.87365249343743,False
2013-04-01,2,6.24898334611251,-1.50842373720101,-1.35142359647588,-1.38913601243562,False
2013-05-01,0,6.23253317072333,-1.45148088593363,-3.77481555442104,-1.00623673036867,False
2013-06-01,0,6.12601686575246,-7.13001789435337,10.1471703586988,-9.14316933009784,False
2013-07-01,0,6.01950056078158,-8.7432965372782,5.75135505344018,-3.02755907694355,False
2013-08-01,0,5.9129842558107,-2.87947850795695,-4.806099605372,1.77259385751824,False
2013-09-01,1,5.80646795083982,0.904417412735581,-9.56983359015945,3.85894822658405,False
2013-10-01,0,5.69995164586894,4.82094214115297,-9.53876572761242,-0.982128059409496,False
2013-11-01,2,5.65632667879882,-0.692189059069457,-3.22921260166303,0.265074981933668,False
2013-12-01,21,5.61270171172869,4.64086177559849,3.08842996846946,7.65800654420336,False
2014-01-01,60,5.56907674465856,8.46639337084573,24.0275720884676,21.9369577960281,False
2014-02-01,15,5.52545177758843,3.57227248827504,4.29391126379023,1.6083644703463,False
2014-03-01,1,5.4818268105183,-1.50842373720101,-3.02073447831599,0.0473314049986957,False
2014-04-01,1,5.46506023323456,-1.45148088593363,-4.37736135596444,1.3637820086635,False
2014-05-01,0,5.44829365595081,-7.13001789435337,1.067437292005,0.614286946397551,False
2014-06-01,1,5.43152707866707,-8.7432965372782,6.1944347215469,-1.88266526293576,False
2014-07-01,11,5.41476050138332,-2.87947850795695,14.1597927977678,-5.69507479119412,False
2014-08-01,6,5.39799392409958,0.904417412735581,7.88446970892915,-8.18688104576431,False
2014-09-01,3,5.38440641968868,4.82094214115297,-7.09905005359616,-0.106298507245499,False
2014-10-01,0,5.37081891527779,-0.692189059069457,-4.27445418028131,-0.404175675927026,False
2014-11-01,3,5.35723141086689,4.64086177559849,-3.59433381893344,-3.40375936753194,False
2014-12-01,2,5.343643906456,8.46639337084573,-1.59701417460841,-10.2130231026933,False
